IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps
109444677_b9311d353a_51_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,1,6,48,0.0019798467005678,0.9289894943817244,0.0690307596482142,"[34.724167, -86.644]","[42.048332, -87.684502]","[27.978181, -82.536163]","[22.462833, 120.441398]","[45.897833, 6.145176]","[40.73477, -74.020385]","[38.550825, -8.794255]","[35.773257, 139.630737]","[60.161419, 24.923772]","[43.170694, 16.441855]","[47.438281, 4.801765]","[34.003452, -116.575412]","[53.447861, 8.110871]","[29.947555, -99.045089]","[51.061519, -114.156961]","[53.333704, -1.500942]","[34.093095, -118.195767]","[-5.14575, 119.409229]","[10.078558, 99.83139]","[52.321019, 9.811263]","[34.724167, -86.644]","[42.048332, -87.684502]","[27.978181, -82.536163]","[22.462833, 120.441398]","[45.897833, 6.145176]","[40.73477, -74.020385]","[38.550825, -8.794255]","[35.773257, 139.630737]","[60.161419, 24.923772]","[43.170694, 16.441855]","[47.438281, 4.801765]","[34.003452, -116.575412]","[53.447861, 8.110871]","[29.947555, -99.045089]","[51.061519, -114.156961]","[53.333704, -1.500942]","[34.093095, -118.195767]","[-5.14575, 119.409229]","[10.078558, 99.83139]","[52.321019, 9.811263]"
109444762_8b7eb2eff0_45_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,2,15,32,0.0134947321647018,0.0060767490350031,0.9804285292515827,"[59.334527, 18.064586]","[37.775982, -122.429365]","[49.059244, -113.916034]","[45.897833, 6.145176]","[38.742762, -9.169721]","[-34.601374, -58.395842]","[52.06723, 4.459553]","[34.145741, -118.150462]","[52.332165, 0.338709]","[30.239742, -97.978523]","[34.668166, 135.500333]","[45.549399, -113.820333]","[36.132762, -115.152297]","[19.431386, -99.133586]","[43.028223, 6.154918]","[37.786958, -122.394462]","[40.714298, -74.005997]","[45.50882, -122.715654]","[41.104333, 28.901]","[32.397365, -97.329318]","[59.334527, 18.064586]","[37.775982, -122.429365]","[49.059244, -113.916034]","[45.897833, 6.145176]","[38.742762, -9.169721]","[-34.601374, -58.395842]","[52.06723, 4.459553]","[34.145741, -118.150462]","[52.332165, 0.338709]","[30.239742, -97.978523]","[34.668166, 135.500333]","[45.549399, -113.820333]","[36.132762, -115.152297]","[19.431386, -99.133586]","[43.028223, 6.154918]","[37.786958, -122.394462]","[40.714298, -74.005997]","[45.50882, -122.715654]","[41.104333, 28.901]","[32.397365, -97.329318]"
109445154_504554586a_56_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,0,1,129,0.9951410866300776,0.0003494132157406,0.0045094822518976,"[51.899409, -8.499013]","[42.967095, -85.680579]","[-34.58056, -58.426065]","[-33.438532, -70.629858]","[36.050972, -112.135906]","[45.070361, 7.685403]","[52.632502, -1.137422]","[47.501213, 19.045622]","[40.435633, -3.692223]","[17.120277, -96.521389]","[37.554665, -77.457336]","[44.403234, 8.952634]","[-43.541082, 172.642679]","[45.411078, -75.70654]","[68.086036, 13.369027]","[29.954934, 113.203125]","[50.575122, 3.674004]","[45.891143, -123.966379]","[50.114966, 8.691366]","[43.363405, -1.791586]","[51.899409, -8.499013]","[42.967095, -85.680579]","[-34.58056, -58.426065]","[-33.438532, -70.629858]","[36.050972, -112.135906]","[45.070361, 7.685403]","[52.632502, -1.137422]","[47.501213, 19.045622]","[40.435633, -3.692223]","[17.120277, -96.521389]","[37.554665, -77.457336]","[44.403234, 8.952634]","[-43.541082, 172.642679]","[45.411078, -75.70654]","[68.086036, 13.369027]","[29.954934, 113.203125]","[50.575122, 3.674004]","[45.891143, -123.966379]","[50.114966, 8.691366]","[43.363405, -1.791586]"
109445802_c3767617e6_55_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,0,0,50,0.9999094232442306,5.852923177834812e-05,3.198931220496637e-05,"[53.055333, 6.449333]","[42.6511, -73.758215]","[43.095328, -0.050597]","[43.485769, -3.782504]","[52.246666, 6.169]","[10.346837, -75.501823]","[48.215601, 11.623663]","[53.547677, -0.505757]","[40.423922, -3.718603]","[43.019207, -4.290332]","[40.673758, -73.968528]","[22.271236, 114.149794]","[51.525371, -0.07749]","[49.360687, -0.858306]","[22.2855, 114.149833]","[35.887172, 140.032939]","[-34.18605, 142.161712]","[42.731875, -84.48217]","[53.481303, -2.312965]","[43.816189, -91.227132]","[53.055333, 6.449333]","[42.6511, -73.758215]","[43.095328, -0.050597]","[43.485769, -3.782504]","[52.246666, 6.169]","[10.346837, -75.501823]","[48.215601, 11.623663]","[53.547677, -0.505757]","[40.423922, -3.718603]","[43.019207, -4.290332]","[40.673758, -73.968528]","[22.271236, 114.149794]","[51.525371, -0.07749]","[49.360687, -0.858306]","[22.2855, 114.149833]","[35.887172, 140.032939]","[-34.18605, 142.161712]","[42.731875, -84.48217]","[53.481303, -2.312965]","[43.816189, -91.227132]"
1094476901_8af0525615_1092_33463080@N00.jpg,33463080@N00,12.917568,104.58847,0,3,70,0.9413559607563872,0.0001791669294028,0.0584648243904402,"[34.711269, -86.656008]","[41.49687, -81.693778]","[6.267, -75.569221]","[43.825161, 11.118335]","[32.796113, -106.220498]","[47.108139, 11.299717]","[51.249533, -0.151662]","[9.655923, -68.591766]","[47.085903, 10.598115]","[40.491073, -80.210065]","[55.95219, -3.161682]","[40.706392, -74.009345]","[-41.326875, -72.964496]","[49.4882, 8.665122]","[38.614066, -90.258682]","[31.635406, -8.005599]","[32.751459, -117.193779]","[39.162186, -106.78845]","[44.939103, 6.43301]","[34.060479, -118.164439]","[34.711269, -86.656008]","[41.49687, -81.693778]","[6.267, -75.569221]","[43.825161, 11.118335]","[32.796113, -106.220498]","[47.108139, 11.299717]","[51.249533, -0.151662]","[9.655923, -68.591766]","[47.085903, 10.598115]","[40.491073, -80.210065]","[55.95219, -3.161682]","[40.706392, -74.009345]","[-41.326875, -72.964496]","[49.4882, 8.665122]","[38.614066, -90.258682]","[31.635406, -8.005599]","[32.751459, -117.193779]","[39.162186, -106.78845]","[44.939103, 6.43301]","[34.060479, -118.164439]"
109503491_ab4fb29d21_41_18684820@N00.jpg,18684820@N00,12.683549,101.272659,0,4,295,0.9963895133515734,0.0003327552844183,0.003277690819651,"[44.949036, -93.095505]","[38.678575, 15.89595]","[42.950454, -0.821914]","[55.150394, -1.520892]","[43.156715, 6.454272]","[42.298021, -71.436873]","[51.21, -2.6433]","[39.295031, 16.257694]","[49.346039, 0.340576]","[58.626178, -5.000667]","[47.211172, 0.998611]","[34.065333, -118.389834]","[46.949632, 7.439782]","[51.501904, -3.190155]","[30.232666, -97.764334]","[9.563805, 100.022277]","[44.880687, -0.540304]","[39.51985, -7.061548]","[1.292071, 103.854682]","[41.220486, 1.710069]","[44.949036, -93.095505]","[38.678575, 15.89595]","[42.950454, -0.821914]","[55.150394, -1.520892]","[43.156715, 6.454272]","[42.298021, -71.436873]","[51.21, -2.6433]","[39.295031, 16.257694]","[49.346039, 0.340576]","[58.626178, -5.000667]","[47.211172, 0.998611]","[34.065333, -118.389834]","[46.949632, 7.439782]","[51.501904, -3.190155]","[30.232666, -97.764334]","[9.563805, 100.022277]","[44.880687, -0.540304]","[39.51985, -7.061548]","[1.292071, 103.854682]","[41.220486, 1.710069]"
1095141034_31d7994014_1432_33463080@N00.jpg,33463080@N00,12.917568,104.58847,2,12,294,0.0002942466804719,6.76069224118947e-05,0.999638231765534,"[39.763591, -86.159684]","[40.92256, -122.883002]","[56.58318, -3.996128]","[53.498867, -113.521749]","[25.094843, 121.498044]","[22.198054, 113.545932]","[42.600593, -82.167477]","[56.012585, -4.380198]","[41.352587, -71.972064]","[40.773001, -111.864123]","[26.210529, -98.2167]","[43.423038, -4.752238]","[50.826776, -0.136465]","[30.267599, -97.74298]","[42.402275, -76.513702]","[20.512268, -87.247152]","[38.614314, -90.259122]","[40.758277, -73.923504]","[50.05362, 19.93894]","[59.911761, 10.732076]","[39.763591, -86.159684]","[40.92256, -122.883002]","[56.58318, -3.996128]","[53.498867, -113.521749]","[25.094843, 121.498044]","[22.198054, 113.545932]","[42.600593, -82.167477]","[56.012585, -4.380198]","[41.352587, -71.972064]","[40.773001, -111.864123]","[26.210529, -98.2167]","[43.423038, -4.752238]","[50.826776, -0.136465]","[30.267599, -97.74298]","[42.402275, -76.513702]","[20.512268, -87.247152]","[38.614314, -90.259122]","[40.758277, -73.923504]","[50.05362, 19.93894]","[59.911761, 10.732076]"
109515826_6e23accec7_54_18684820@N00.jpg,18684820@N00,13.735383,100.500183,2,10,207,0.0150629553859751,0.0019172832471028,0.9830197313375136,"[5.053839, -75.488605]","[57.707724, 11.63495]","[45.461565, 7.158103]","[49.8688, 8.678721]","[22.641184, 120.310592]","[60.447524, 26.942167]","[48.450282, -4.249294]","[35.738291, 139.730129]","[40.708507, -3.988101]","[-8.353162, 115.608444]","[12.915717, 77.645423]","[29.666948, -95.318498]","[40.718525, -73.952794]","[53.959118, -1.081498]","[54.465036, -3.016798]","[30.263589, -97.747535]","[37.522048, -122.526569]","[40.771402, -73.967685]","[51.231258, 2.912699]","[50.714069, -2.445917]","[5.053839, -75.488605]","[57.707724, 11.63495]","[45.461565, 7.158103]","[49.8688, 8.678721]","[22.641184, 120.310592]","[60.447524, 26.942167]","[48.450282, -4.249294]","[35.738291, 139.730129]","[40.708507, -3.988101]","[-8.353162, 115.608444]","[12.915717, 77.645423]","[29.666948, -95.318498]","[40.718525, -73.952794]","[53.959118, -1.081498]","[54.465036, -3.016798]","[30.263589, -97.747535]","[37.522048, -122.526569]","[40.771402, -73.967685]","[51.231258, 2.912699]","[50.714069, -2.445917]"
1095455094_de1cee2271_1306_33463080@N00.jpg,33463080@N00,12.917568,104.58847,2,15,286,0.0300293543757807,0.0020254730187339,0.967945114327536,"[36.990899, -6.445369]","[51.384741, -0.044299]","[31.20433, 121.4765]","[59.329862, 18.053312]","[39.949519, -75.150311]","[29.445577, -98.661432]","[-0.379025, 28.916015]","[36.023418, -114.76284]","[47.574572, 9.545745]","[51.448688, -0.050689]","[43.672465, 4.616425]","[35.671521, 139.770898]","[33.761934, -84.383497]","[31.961192, -110.835742]","[42.184649, 13.442115]","[58.461813, 8.766456]","[55.613698, 12.984015]","[43.3714, -8.401536]","[51.767501, -1.263577]","[41.382442, 2.178975]","[36.990899, -6.445369]","[51.384741, -0.044299]","[31.20433, 121.4765]","[59.329862, 18.053312]","[39.949519, -75.150311]","[29.445577, -98.661432]","[-0.379025, 28.916015]","[36.023418, -114.76284]","[47.574572, 9.545745]","[51.448688, -0.050689]","[43.672465, 4.616425]","[35.671521, 139.770898]","[33.761934, -84.383497]","[31.961192, -110.835742]","[42.184649, 13.442115]","[58.461813, 8.766456]","[55.613698, 12.984015]","[43.3714, -8.401536]","[51.767501, -1.263577]","[41.382442, 2.178975]"
1096265513_0803ddb49c_1181_33463080@N00.jpg,33463080@N00,13.372585,103.856849,0,1,131,0.6148036166019892,0.0252545422587218,0.3599418817134392,"[13.756177, 100.505989]","[40.715972, -75.875358]","[-1.527262, 35.043983]","[32.866755, 13.196961]","[45.032076, 7.636345]","[48.211083, 16.358666]","[34.01814, -118.495847]","[6.249131, -75.56831]","[51.508448, -0.072956]","[42.098811, -88.687562]","[39.750967, 141.01922]","[39.263198, -121.020943]","[50.079078, 14.433219]","[32.712133, -117.160031]","[54.455071, 12.582392]","[43.781381, 11.256866]","[51.20293, -0.581658]","[42.034036, -88.045906]","[43.66765, -79.357198]","[38.909318, -77.006467]","[13.756177, 100.505989]","[40.715972, -75.875358]","[-1.527262, 35.043983]","[32.866755, 13.196961]","[45.032076, 7.636345]","[48.211083, 16.358666]","[34.01814, -118.495847]","[6.249131, -75.56831]","[51.508448, -0.072956]","[42.098811, -88.687562]","[39.750967, 141.01922]","[39.263198, -121.020943]","[50.079078, 14.433219]","[32.712133, -117.160031]","[54.455071, 12.582392]","[43.781381, 11.256866]","[51.20293, -0.581658]","[42.034036, -88.045906]","[43.66765, -79.357198]","[38.909318, -77.006467]"
1097531112_dce44408c2_1403_9729483@N02.jpg,9729483@N02,21.331284,-157.920624,2,15,231,0.1184420390184399,0.0595757688203519,0.8219821648111729,"[25.040854, 121.564933]","[36.176682, -115.151824]","[-41.24077, 174.798531]","[40.719833, -73.856667]","[25.025473, 121.523279]","[56.813936, 12.737185]","[40.409117, -3.761959]","[37.384693, -5.990477]","[40.72533, -74.304499]","[37.428333, -122.162667]","[29.758741, 32.413015]","[41.158366, -73.242158]","[26.337729, 72.971191]","[38.808647, -78.38303]","[37.778156, -122.513608]","[-37.814, 144.964666]","[-15.77879, -47.910175]","[47.041381, 6.893491]","[43.719167, 4.148055]","[44.06068, 4.8275]","[25.040854, 121.564933]","[36.176682, -115.151824]","[-41.24077, 174.798531]","[40.719833, -73.856667]","[25.025473, 121.523279]","[56.813936, 12.737185]","[40.409117, -3.761959]","[37.384693, -5.990477]","[40.72533, -74.304499]","[37.428333, -122.162667]","[29.758741, 32.413015]","[41.158366, -73.242158]","[26.337729, 72.971191]","[38.808647, -78.38303]","[37.778156, -122.513608]","[-37.814, 144.964666]","[-15.77879, -47.910175]","[47.041381, 6.893491]","[43.719167, 4.148055]","[44.06068, 4.8275]"
1097784160_262625335f_1009_9729483@N02.jpg,9729483@N02,38.035171,-97.92862,2,12,254,0.0015424805184379,0.2953974543663058,0.7030600740430355,"[40.415457, -3.706714]","[25.269409, 55.30846]","[24.326186, 120.611894]","[55.685662, 12.577596]","[34.060152, -84.289153]","[35.317944, 139.550224]","[53.471047, -2.294928]","[41.935255, -87.672411]","[59.044833, 31.595833]","[46.225905, 6.147161]","[47.6921, -122.341389]","[46.967602, 9.121742]","[45.070361, 7.685403]","[29.89171, -96.4906]","[38.767694, -9.182059]","[44.435756, 26.091156]","[51.495358, -0.14456]","[36.536674, -4.664983]","[56.076634, -3.463611]","[54.7595, -1.608167]","[40.415457, -3.706714]","[25.269409, 55.30846]","[24.326186, 120.611894]","[55.685662, 12.577596]","[34.060152, -84.289153]","[35.317944, 139.550224]","[53.471047, -2.294928]","[41.935255, -87.672411]","[59.044833, 31.595833]","[46.225905, 6.147161]","[47.6921, -122.341389]","[46.967602, 9.121742]","[45.070361, 7.685403]","[29.89171, -96.4906]","[38.767694, -9.182059]","[44.435756, 26.091156]","[51.495358, -0.14456]","[36.536674, -4.664983]","[56.076634, -3.463611]","[54.7595, -1.608167]"
1099044629_a345ba7db8_1115_70323761@N00.jpg,70323761@N00,40.742713,-74.006448,2,15,339,0.2558718119012155,0.2215165027980674,0.5226116315673153,"[35.104997, -117.795045]","[40.156873, -83.118992]","[9.003964, -79.534599]","[42.351392, -3.691127]","[19.279205, -99.120991]","[54.771736, -8.403545]","[5.315321, 115.246067]","[40.7445, -74.007]","[50.05273, 19.949798]","[46.881366, -72.215738]","[8.341443, -78.147811]","[48.853251, 2.3491]","[59.341538, 18.054635]","[-2.210621, -79.886398]","[33.755646, -84.388464]","[36.213255, 28.10852]","[-3.739153, -73.240807]","[47.373, 8.538333]","[39.94807, -75.216407]","[34.280788, -116.911781]","[35.104997, -117.795045]","[40.156873, -83.118992]","[9.003964, -79.534599]","[42.351392, -3.691127]","[19.279205, -99.120991]","[54.771736, -8.403545]","[5.315321, 115.246067]","[40.7445, -74.007]","[50.05273, 19.949798]","[46.881366, -72.215738]","[8.341443, -78.147811]","[48.853251, 2.3491]","[59.341538, 18.054635]","[-2.210621, -79.886398]","[33.755646, -84.388464]","[36.213255, 28.10852]","[-3.739153, -73.240807]","[47.373, 8.538333]","[39.94807, -75.216407]","[34.280788, -116.911781]"
